0.000000,0.400000,0.400000
0.010000,0.410833,0.577929
0.020000,0.422745,0.819809
0.030000,0.436101,1.134752
0.040000,0.451335,1.522561
0.050000,0.468906,1.968557
0.060000,0.489235,2.442932
0.070000,0.512640,2.907479
0.080000,0.539289,3.327254
0.090000,0.569205,3.680271
0.100000,0.602307,3.960165
0.110000,0.638458,4.172549
0.120000,0.677513,4.329153
0.130000,0.719342,4.443034
0.140000,0.763839,4.525880
0.150000,0.810926,4.587028
0.160000,0.860543,4.633444
0.170000,0.912645,4.670108
0.180000,0.967191,4.700483
0.190000,1.024146,4.726932
0.200000,1.083468,4.751045
0.210000,1.145110,4.773884
0.220000,1.209012,4.796148
0.230000,1.275106,4.818294
0.240000,1.343308,4.840615
0.250000,1.413519,4.863295
0.260000,1.485626,4.886440
0.270000,1.559499,4.910106
0.280000,1.634993,4.934314
0.290000,1.711952,4.959059
0.300000,1.790200,4.984318
0.310000,1.869555,5.010054
0.320000,1.949820,5.036219
0.330000,2.030790,5.062758
0.340000,2.112254,5.089611
0.350000,2.193996,5.116710
0.360000,2.275796,5.143986
0.370000,2.357436,5.171367
0.380000,2.438698,5.198778
0.390000,2.519369,5.226147
0.400000,2.599243,5.253398
0.410000,2.678124,5.280460
0.420000,2.755823,5.307263
0.430000,2.832166,5.333738
0.440000,2.906990,5.359821
0.450000,2.980150,5.385454
0.460000,3.051514,5.410579
0.470000,3.120964,5.435148
0.480000,3.188402,5.459114
0.490000,3.253745,5.482438
0.500000,3.316924,5.505085
0.510000,3.377887,5.527028
0.520000,3.436598,5.548242
0.530000,3.493034,5.568710
0.540000,3.547184,5.588420
0.550000,3.599053,5.607363
0.560000,3.648653,5.625536
0.570000,3.696010,5.642940
0.580000,3.741156,5.659580
0.590000,3.784134,5.675465
0.600000,3.824990,5.690605
0.610000,3.863781,5.705015
0.620000,3.900564,5.718711
0.630000,3.935404,5.731711
0.640000,3.968366,5.744037
0.650000,3.999519,5.755708
0.660000,4.028933,5.766749
0.670000,4.056680,5.777181
0.680000,4.082831,5.787030
0.690000,4.107458,5.796318
0.700000,4.130631,5.805071
0.710000,4.152420,5.813312
0.720000,4.172894,5.821065
0.730000,4.192120,5.828354
0.740000,4.210163,5.835202
0.750000,4.227086,5.841632
0.760000,4.242950,5.847665
0.770000,4.257814,5.853322
0.780000,4.271735,5.858625
0.790000,4.284766,5.863594
0.800000,4.296960,5.868246
0.810000,4.308365,5.872600
0.820000,4.319030,5.876675
0.830000,4.328999,5.880485
0.840000,4.338313,5.884048
0.850000,4.347015,5.887378
0.860000,4.355141,5.890489
0.870000,4.362728,5.893395
0.880000,4.369811,5.896109
0.890000,4.376420,5.898643
0.900000,4.382587,5.901007
0.910000,4.388339,5.903214
0.920000,4.393705,5.905273
0.930000,4.398708,5.907194
0.940000,4.403374,5.908985
0.950000,4.407723,5.910655
0.960000,4.411776,5.912212
0.970000,4.415555,5.913664
0.980000,4.419075,5.915017
0.990000,4.422356,5.916278
1.000000,4.425413,5.917453
1.010000,4.428260,5.918548
1.020000,4.430913,5.919568
1.030000,4.433383,5.920519
1.040000,4.435684,5.921404
1.050000,4.437827,5.922228
1.060000,4.439823,5.922996
1.070000,4.441681,5.923711
1.080000,4.443412,5.924377
1.090000,4.445023,5.924997
1.100000,4.446523,5.925575
1.110000,4.447919,5.926112
1.120000,4.449219,5.926613
1.130000,4.450429,5.927079
1.140000,4.451556,5.927512
1.150000,4.452604,5.927916
1.160000,4.453580,5.928292
1.170000,4.454489,5.928642
1.180000,4.455334,5.928967
1.190000,4.456121,5.929271
1.200000,4.456854,5.929553
1.210000,4.457535,5.929815
1.220000,4.458170,5.930060
1.230000,4.458760,5.930287
1.240000,4.459310,5.930499
1.250000,4.459821,5.930696
1.260000,4.460297,5.930879
1.270000,4.460740,5.931050
1.280000,4.461152,5.931208
1.290000,4.461535,5.931356
1.300000,4.461892,5.931493
1.310000,4.462224,5.931621
1.320000,4.462533,5.931740
1.330000,4.462820,5.931851
1.340000,4.463088,5.931954
1.350000,4.463337,5.932050
1.360000,4.463568,5.932139
1.370000,4.463784,5.932222
1.380000,4.463984,5.932300
1.390000,4.464171,5.932372
1.400000,4.464345,5.932439
1.410000,4.464506,5.932501
1.420000,4.464657,5.932559
1.430000,4.464796,5.932613
1.440000,4.464927,5.932663
1.450000,4.465048,5.932709
1.460000,4.465160,5.932753
1.470000,4.465265,5.932793
1.480000,4.465363,5.932831
1.490000,4.465453,5.932866
1.500000,4.465538,5.932898
1.510000,4.465616,5.932929
1.520000,4.465689,5.932957
1.530000,4.465757,5.932983
1.540000,4.465821,5.933007
1.550000,4.465880,5.933030
1.560000,4.465934,5.933051
1.570000,4.465985,5.933071
1.580000,4.466033,5.933089
1.590000,4.466077,5.933106
1.600000,4.466118,5.933122
1.610000,4.466156,5.933137
1.620000,4.466192,5.933150
1.630000,4.466225,5.933163
1.640000,4.466255,5.933175
1.650000,4.466284,5.933186
1.660000,4.466311,5.933196
1.670000,4.466335,5.933206
1.680000,4.466359,5.933215
1.690000,4.466380,5.933223
1.700000,4.466400,5.933231
1.710000,4.466418,5.933238
1.720000,4.466436,5.933244
1.730000,4.466452,5.933251
1.740000,4.466467,5.933256
1.750000,4.466481,5.933262
1.760000,4.466494,5.933267
1.770000,4.466506,5.933271
1.780000,4.466517,5.933276
1.790000,4.466527,5.933280
1.800000,4.466537,5.933283
1.810000,4.466546,5.933287
1.820000,4.466554,5.933290
1.830000,4.466562,5.933293
1.840000,4.466570,5.933296
1.850000,4.466576,5.933298
1.860000,4.466583,5.933301
1.870000,4.466588,5.933303
1.880000,4.466594,5.933305
1.890000,4.466599,5.933307
1.900000,4.466604,5.933309
1.910000,4.466608,5.933311
1.920000,4.466612,5.933312
1.930000,4.466616,5.933314
1.940000,4.466619,5.933315
1.950000,4.466623,5.933316
1.960000,4.466626,5.933318
1.970000,4.466629,5.933319
1.980000,4.466631,5.933320
1.990000,4.466634,5.933321
2.000000,4.466636,5.933322
2.010000,4.466638,5.933322
2.020000,4.466640,5.933323
2.030000,4.466642,5.933324
2.040000,4.466644,5.933324
2.050000,4.466645,5.933325
2.060000,4.466647,5.933326
2.070000,4.466648,5.933326
2.080000,4.466649,5.933327
2.090000,4.466651,5.933327
2.100000,4.466652,5.933328
2.110000,4.466653,5.933328
2.120000,4.466654,5.933328
2.130000,4.466655,5.933329
2.140000,4.466656,5.933329
2.150000,4.466656,5.933329
2.160000,4.466657,5.933330
2.170000,4.466658,5.933330
2.180000,4.466658,5.933330
2.190000,4.466659,5.933330
2.200000,4.466659,5.933331
2.210000,4.466660,5.933331
2.220000,4.466660,5.933331
2.230000,4.466661,5.933331
2.240000,4.466661,5.933331
2.250000,4.466662,5.933331
2.260000,4.466662,5.933332
2.270000,4.466662,5.933332
2.280000,4.466663,5.933332
2.290000,4.466663,5.933332
2.300000,4.466663,5.933332
