0.000000,10000.000000,5.000000,0.000000
0.010000,9998.899892,6.045155,0.054953
0.020000,9997.570004,7.308603,0.121393
0.030000,9995.962427,8.835856,0.201717
0.040000,9994.019299,10.681876,0.298825
0.050000,9991.670759,12.913023,0.416219
0.060000,9988.832482,15.609389,0.558129
0.070000,9985.402726,18.867608,0.729666
0.080000,9981.258787,22.804212,0.937001
0.090000,9976.252761,27.559656,1.187583
0.100000,9970.206486,33.303110,1.490405
0.110000,9962.905527,40.238164,1.856310
0.120000,9954.092036,48.609587,2.298376
0.130000,9943.456333,58.711305,2.832362
0.140000,9930.627007,70.895750,3.477243
0.150000,9915.159384,85.584768,4.255849
0.160000,9896.522185,103.282198,5.195617
0.170000,9874.082272,124.588244,6.329484
0.180000,9847.087436,150.215642,7.696922
0.190000,9814.647355,181.007489,9.345156
0.200000,9775.713043,217.956403,11.330553
0.210000,9729.055451,262.224328,13.720221
0.220000,9673.244362,315.161850,16.593788
0.230000,9606.629365,378.325250,20.045385
0.240000,9527.325568,453.488678,24.185755
0.250000,9433.207757,542.647778,29.144465
0.260000,9321.918002,648.009919,35.072079
0.270000,9190.892969,771.964880,42.142151
0.280000,9037.418399,917.028809,50.552792
0.290000,8858.718694,1085.753788,60.527518
0.300000,8652.088960,1280.596043,72.314997
0.310000,8415.074246,1503.738506,86.187248
0.320000,8145.695379,1756.868770,102.435850
0.330000,7842.712274,2040.921980,121.365746
0.340000,7505.904109,2355.809511,143.286380
0.350000,7136.332973,2700.166833,168.500194
0.360000,6736.546649,3071.164479,197.288871
0.370000,6310.671742,3464.430051,229.898207
0.380000,5864.354760,3874.122322,266.522918
0.390000,5404.528520,4293.178431,307.293050
0.400000,4939.012183,4713.724140,352.263677
0.410000,4475.988254,5127.602404,401.409342
0.420000,4023.428396,5526.947543,454.624062
0.430000,3588.552229,5904.720814,511.726958
0.440000,3177.394980,6255.132298,572.472722
0.450000,2794.533962,6573.900519,636.565520
0.460000,2442.989396,6858.335984,703.674620
0.470000,2124.282796,7107.267156,773.450047
0.480000,1838.613973,7320.849149,845.536878
0.490000,1585.108764,7500.303991,919.587245
0.500000,1362.092179,7647.638216,995.269605
0.510000,1167.351535,7765.373249,1072.275216
0.520000,998.366674,7856.311235,1150.322091
0.530000,852.496097,7923.347072,1229.156831
0.540000,727.116875,7969.328304,1308.554821
0.550000,619.722039,7996.958716,1388.319246
0.560000,527.982184,8008.738487,1468.279329
0.570000,449.778996,8006.932876,1548.288128
0.580000,383.218056,7993.561826,1628.220118
0.590000,326.627263,7970.403985,1707.968752
0.600000,278.545971,7939.009919,1787.444110
0.610000,237.708681,7900.720609,1866.570709
0.620000,203.026071,7856.688415,1945.285513
0.630000,173.565253,7807.898594,2023.536153
0.640000,148.530499,7755.190139,2101.279361
0.650000,127.245171,7699.275218,2178.479612
0.660000,109.135240,7640.756823,2255.107937
0.670000,93.714572,7580.144509,2331.140919
0.680000,80.571967,7517.868205,2406.559828
0.690000,69.359889,7454.290227,2481.349884
0.700000,59.784743,7389.715622,2555.499635
0.710000,51.598540,7324.401029,2629.000430
0.720000,44.591801,7258.562223,2701.845976
0.730000,38.587524,7192.380517,2774.031959
0.740000,33.436083,7126.008189,2845.555728
0.750000,29.010925,7059.573046,2916.416030
0.760000,25.204929,6993.182289,2986.612782
0.770000,21.927360,6926.925754,3056.146886
0.780000,19.101289,6860.878646,3125.020066
0.790000,16.661431,6795.103835,3193.234734
0.800000,14.552335,6729.653787,3260.793878
0.810000,12.726845,6664.572191,3327.700964
0.820000,11.144823,6599.895317,3393.959860
0.830000,9.772062,6535.653177,3459.574761
0.840000,8.579383,6471.870481,3524.550136
0.850000,7.541862,6408.567459,3588.890679
0.860000,6.638187,6345.760547,3652.601265
0.870000,5.850116,6283.462964,3715.686920
0.880000,5.162012,6221.685203,3778.152784
0.890000,4.560459,6160.435447,3840.004094
0.900000,4.033931,6099.719913,3901.246156
0.910000,3.572515,6039.543154,3961.884331
0.920000,3.167675,5979.908307,4021.924017
0.930000,2.812053,5920.817307,4081.370640
0.940000,2.499297,5862.271065,4140.229637
0.950000,2.223919,5804.269629,4198.506452
0.960000,1.981172,5746.812304,4256.206524
0.970000,1.766944,5689.897774,4313.335282
0.980000,1.577669,5633.524190,4369.898142
0.990000,1.410252,5577.689253,4425.900494
