0.000000,10000.000000,5.000000,0.000000
0.010000,9998.894835,6.099639,0.005526
0.020000,9997.546794,7.440938,0.012268
0.030000,9995.902592,9.076916,0.020491
0.040000,9993.897295,11.072182,0.030523
0.050000,9991.451796,13.505445,0.042759
0.060000,9988.469754,16.472562,0.057684
0.070000,9984.833885,20.090227,0.075888
0.080000,9980.401481,24.500430,0.098089
0.090000,9974.998998,29.875840,0.125161
0.100000,9968.415549,36.426280,0.158172
0.110000,9960.395090,44.406493,0.198417
0.120000,9950.627096,54.125428,0.247475
0.130000,9938.735457,65.957279,0.307264
0.140000,9924.265364,80.354523,0.380113
0.150000,9906.667931,97.863220,0.468849
0.160000,9885.282333,119.140767,0.576900
0.170000,9859.315338,144.976249,0.708413
0.180000,9827.818234,176.313367,0.868399
0.190000,9789.661419,214.275681,1.062899
0.200000,9743.507299,260.193521,1.299180
0.210000,9687.782713,315.631337,1.585950
0.220000,9620.652949,382.413441,1.933610
0.230000,9540.000535,462.644943,2.354522
0.240000,9443.413449,558.723253,2.863298
0.250000,9328.189176,673.333734,3.477090
0.260000,9191.362985,809.421147,4.215869
0.270000,9029.770600,970.126747,5.102654
0.280000,8840.156532,1158.679808,6.163660
0.290000,8619.338770,1378.232921,7.428310
0.300000,8364.437142,1631.633808,8.929051
0.310000,8073.165162,1921.133931,10.700907
0.320000,7744.172645,2248.046633,12.780722
0.330000,7377.409322,2612.384640,15.206038
0.340000,6974.460644,3012.525731,18.013625
0.350000,6538.791261,3444.971022,21.237717
0.360000,6075.826921,3904.265000,24.908079
0.370000,5592.818622,4383.133280,29.048098
0.380000,5098.466738,4872.860130,33.673132
0.390000,4602.332037,5363.878617,38.789346
0.400000,4114.111566,5846.495221,44.393213
0.410000,3642.892542,6311.635700,50.471758
0.420000,3196.503336,6751.493152,57.003512
0.430000,2781.054977,7159.984998,63.960025
0.440000,2400.719253,7532.973029,71.307718
0.450000,2057.737646,7868.252514,79.009840
0.460000,1752.614757,8165.356924,87.028319
0.470000,1484.429222,8425.245426,95.325351
0.480000,1251.194116,8649.941236,103.864648
0.490000,1050.211572,8842.176104,112.612324
0.500000,878.385000,9005.077555,121.537445
0.510000,732.470536,9141.917171,130.612293
0.520000,609.263699,9255.923886,139.812415
0.530000,505.726453,9350.157036,149.116511
0.540000,419.064630,9427.429149,158.506221
0.550000,346.767031,9490.267108,167.965860
0.560000,286.616927,9540.900950,177.482123
0.570000,236.685007,9581.271204,187.043789
0.580000,195.310897,9613.047661,196.641443
0.590000,161.078470,9637.654315,206.267215
0.600000,132.788624,9656.296827,215.914549
0.610000,109.431915,9669.990086,225.577999
0.620000,90.162548,9679.584404,235.253048
0.630000,74.274533,9685.789507,244.935960
0.640000,61.180374,9689.195979,254.623647
0.650000,50.392388,9690.294051,264.313561
0.660000,41.506553,9689.489847,274.003600
0.670000,34.188682,9687.119283,283.692035
0.680000,28.162708,9683.459852,293.377440
0.690000,23.200804,9678.740553,303.058644
0.700000,19.115101,9673.150216,312.734683
0.710000,15.750777,9666.844457,322.404765
0.720000,12.980305,9659.951453,332.068242
0.730000,10.698673,9652.576748,341.724579
0.740000,8.819437,9644.807223,351.373340
0.750000,7.271448,9636.714387,361.014165
0.760000,5.996150,9628.357087,370.646763
0.770000,4.945359,9619.783748,380.270892
0.780000,4.079421,9611.034220,389.886358
0.790000,3.365705,9602.141294,399.493001
0.800000,2.777355,9593.131953,409.090692
0.810000,2.292270,9584.028406,418.679324
0.820000,1.892254,9574.848931,428.258815
0.830000,1.562332,9565.608574,437.829094
0.840000,1.290173,9556.319718,447.390108
0.850000,1.065623,9546.992563,456.941814
0.860000,0.880320,9537.635503,466.484177
0.870000,0.727376,9528.255453,476.017171
0.880000,0.601117,9518.858107,485.540776
0.890000,0.496868,9509.448155,495.054977
0.900000,0.410776,9500.029461,504.559763
0.910000,0.339665,9490.605207,514.055128
0.920000,0.280917,9481.178015,523.541067
0.930000,0.232375,9471.750047,533.017578
0.940000,0.192256,9462.323082,542.484662
0.950000,0.159094,9452.898586,551.942320
0.960000,0.131677,9443.477768,561.390555
0.970000,0.109006,9434.061624,570.829371
0.980000,0.090254,9424.650972,580.258774
0.990000,0.074743,9415.246488,589.678769
